#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
Secreted_PRU_jgi_Orpsp1_1_1186041_evm.model.c7180000096599.1 -          CBM_10               PF02013.18   1.7e-25   83.8  27.2     5e-17   56.7  10.1   3.9   4   1   0   4   4   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1177178_evm.model.c7180000060467.1 -          CBM_10               PF02013.18   3.1e-25   83.0  35.0   2.6e-14   48.0   8.8   3.5   3   0   0   3   3   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1185973_evm.model.c7180000096272.1 -          CBM_10               PF02013.18   4.7e-25   82.4  28.5   7.8e-15   49.7  13.2   2.8   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1185147_evm.model.c7180000092511.1 -          CBM_10               PF02013.18   4.7e-25   82.4  28.5   7.8e-15   49.7  13.2   2.8   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1183991_evm.model.c7180000087537.1 -          CBM_10               PF02013.18   5.3e-25   82.2  55.9   3.7e-16   53.9  13.3   4.1   4   0   0   4   4   3   3 -
Secreted_PRU_jgi_Orpsp1_1_1181003_evm.model.c7180000075466.1 -          CBM_10               PF02013.18   2.2e-24   80.3  38.1   3.2e-13   44.5  14.6   3.3   3   0   0   3   3   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1180589_evm.model.c7180000074007.1 -          CBM_10               PF02013.18     3e-24   79.8  27.0   8.3e-15   49.6  12.5   3.1   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1188730_evm.model.d7180000066803.1 -          CBM_10               PF02013.18   3.6e-24   79.6  16.2   3.7e-13   44.3   6.1   2.6   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1185793_evm.model.c7180000095317.1 -          CBM_10               PF02013.18   6.5e-24   78.7  25.6   1.1e-14   49.2  12.4   2.7   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1186194_evm.model.d7180000048808.1 -          CBM_10               PF02013.18     2e-22   74.0  46.1   1.7e-10   35.8  16.2   3.6   3   0   0   3   3   3   3 -
Secreted_PRU_jgi_Orpsp1_1_1186991_evm.model.d7180000054674.1 -          CBM_10               PF02013.18   7.4e-22   72.2  14.7   1.1e-11   39.6   3.1   2.6   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1190895_evm.model.d7180000081927.1 -          CBM_10               PF02013.18   1.4e-21   71.3  45.8   8.9e-16   52.7   6.5   5.2   4   0   0   4   4   3   3 -
Secreted_PRU_jgi_Orpsp1_1_1187975_evm.model.d7180000061567.1 -          CBM_10               PF02013.18     7e-19   62.6  28.9   1.5e-09   32.7   0.9   3.7   3   0   0   3   3   3   3 -
Secreted_PRU_jgi_Orpsp1_1_1180201_evm.model.c7180000072496.2 -          CBM_10               PF02013.18   4.2e-15   50.5  30.2   2.8e-07   25.5   1.3   3.7   3   0   0   3   3   3   3 -
Secreted_PRU_jgi_Orpsp1_1_1176303_evm.model.c7180000057129.2 -          CBM_10               PF02013.18   1.3e-13   45.8   8.7   1.4e-10   36.1   2.7   2.8   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1177837_evm.model.c7180000063059.1 -          CBM_10               PF02013.18   1.4e-13   45.7  28.6     2e-08   29.2   4.1   2.9   3   0   0   3   3   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1190965_evm.model.d7180000082537.1 -          CBM_10               PF02013.18   1.6e-13   45.5  30.1   2.2e-10   35.4  12.1   3.8   4   0   0   4   4   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1188200_evm.model.d7180000063152.1 -          CBM_10               PF02013.18   2.1e-10   35.5  38.9   3.3e-07   25.3  10.4   4.1   3   2   0   3   3   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1177178_evm.model.c7180000060467.1 -          CBM_6                PF03422.17   1.2e-16   55.7   8.2   1.2e-16   55.7   8.2   2.5   3   0   0   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1179675_evm.model.c7180000070299.1 -          CBP30                PF19041.2      0.011    9.6   3.4     0.018    8.9   3.4   1.2   1   0   0   1   1   1   0 -
Secreted_FFL_RSL81790.1 -          CD34_antigen         PF06365.14   9.6e-05   16.7   0.0   0.00014   16.1   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_MAN_KID67419.1     -          CD99L2               PF12301.10      0.03    9.2   6.6    0.0097   10.7   3.5   1.7   2   0   0   2   2   2   0 -
Secreted_VNO_XP_028492308.1 -          CD99L2               PF12301.10       0.1    7.4  10.8      0.16    6.8  10.8   1.3   1   0   0   1   1   1   0 -
Secreted_PRU_jgi_Orpsp1_1_1174941_evm.model.c7180000052027.1 -          Cellulase            PF00150.20   9.2e-61  200.2   5.5   1.6e-60  199.4   5.5   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176377_evm.model.c7180000057371.1 -          Cellulase            PF00150.20   1.2e-57  190.0   3.9   1.7e-57  189.5   3.9   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1185862_evm.model.c7180000095676.1 -          Cellulase            PF00150.20   5.9e-05   17.1   3.6   0.00029   14.9   3.6   2.1   1   1   0   1   1   1   1 -
Secreted_FOL_RSM14583.1 -          CENP-B_dimeris       PF09026.12    0.0033   12.4   2.8    0.0051   11.8   2.8   1.3   1   0   0   1   1   1   1 -
Secreted_FFL_RSL84486.1 -          CENP-B_dimeris       PF09026.12       8.1    1.5  14.1       2.3    3.3   9.4   2.0   2   0   0   2   2   2   0 -
Secreted_TMA_KAF8228375.1 -          Ceramidase_alk       PF04734.15      0.01    9.0   4.5     0.011    8.9   4.5   1.1   1   0   0   1   1   1   0 -
Secreted_BDE_XP_006680710.1                                  -          Chitin_bind_1        PF00187.21     1e-16   55.7  45.9     8e-09   30.4  11.7   3.5   3   1   1   4   4   4   3 -
Secreted_PRU_jgi_Orpsp1_1_1185800_evm.model.c7180000095349.1 -          Chitin_bind_1        PF00187.21   7.5e-09   30.5  16.2   7.5e-09   30.5  16.2   3.4   5   0   0   5   5   5   1 -
Secreted_EMU_KAF7741127.1                                    -          Chitin_bind_1        PF00187.21   9.3e-07   23.8  22.9   1.5e-06   23.1  13.0   2.4   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1186991_evm.model.d7180000054674.1 -          Chlorophyllase2      PF12740.9     0.0023   11.4   0.0     0.019    8.4   0.0   2.2   2   1   0   2   2   2   1 -
Secreted_OCA_KAF4595874.1 -          Chorion_3            PF05387.13     0.011    9.9   3.7     0.012    9.8   3.7   1.2   1   0   0   1   1   1   0 -
Secreted_PIN_XP_002998495.1 -          Citrate_bind         PF16114.7     0.0029   11.7   0.0    0.0046   11.0   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_NCR_XP_958215.1    -          CLEC16A_C            PF19439.1       0.79    2.6  13.4      0.82    2.5  13.4   1.2   1   0   0   1   1   1   0 -
Secreted_THA_XP_024780486.1 -          CLEC16A_C            PF19439.1        1.3    1.8  15.4       1.4    1.7  15.4   1.2   1   0   0   1   1   1   0 -
Secreted_FOL_RSL91729.1     -          CLEC16A_C            PF19439.1        1.5    1.7  11.8       1.7    1.4  11.8   1.1   1   0   0   1   1   1   0 -
Secreted_FFL_RSL75671.1     -          CLEC16A_C            PF19439.1        1.9    1.3  11.8       2.2    1.1  11.8   1.1   1   0   0   1   1   1   0 -
Secreted_EFE_QPG94900.1     -          CLEC16A_C            PF19439.1        2.7    0.8  19.9       3.1    0.6  19.9   1.1   1   0   0   1   1   1   0 -
Secreted_MAN_KID71022.1     -          CLEC16A_C            PF19439.1        3.3    0.5  14.6       4.4    0.1  14.6   1.1   1   0   0   1   1   1   0 -
Secreted_MAN_KID67444.1     -          CLEC16A_C            PF19439.1        3.7    0.4  12.2       4.5    0.1  12.2   1.1   1   0   0   1   1   1   0 -
Secreted_SST_KIJ28124.1   -          CLIP_SPH_mas         PF18398.3     0.0032   12.4   6.9     0.069    8.2   1.0   2.3   2   0   0   2   2   2   2 -
Secreted_TMA_KAF8241160.1 -          CLIP_SPH_mas         PF18398.3      0.086    7.9  10.8      0.06    8.4   1.5   2.5   3   0   0   3   3   3   0 -
Secreted_PRU_jgi_Orpsp1_1_1178477_evm.model.c7180000065466.1 -          CLP1_N               PF16573.7    0.00051   14.8   0.0    0.0016   13.2   0.0   1.7   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1175005_evm.model.c7180000052288.1 -          CLP1_N               PF16573.7     0.0024   12.7   0.0     0.011   10.5   0.0   2.0   2   0   0   2   2   2   1 -
Secreted_SPU_XP_016606241.1 -          CLZ                  PF16526.7        5.9    2.0  12.8     0.043    8.8   0.5   3.3   3   1   1   4   4   4   0 -
Secreted_VNO_XP_028492308.1 -          Collagen             PF01391.20    0.0002   15.7  35.5    0.0002   15.7  35.5   2.7   3   1   0   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1181526_evm.model.c7180000077511.1 -          Conotoxin            PF02950.19      0.11    8.2  16.1    0.0031   13.1   9.0   1.9   2   0   0   2   2   2   0 -
Secreted_PRU_jgi_Orpsp1_1_1178477_evm.model.c7180000065466.1 -          Conotoxin            PF02950.19      0.46    6.1  10.0       0.3    6.7   0.6   2.4   2   0   0   2   2   2   0 -
Secreted_FFL_RSL86534.1                                      -          Conotoxin            PF02950.19      0.47    6.1  10.5       0.1    8.3   2.3   2.5   2   0   0   2   2   2   0 -
Secreted_FOL_RSL93466.1                                      -          Conotoxin            PF02950.19      0.47    6.1  10.5       0.1    8.3   2.3   2.5   2   0   0   2   2   2   0 -
Secreted_NCR_XP_956657.1                                     -          Conotoxin            PF02950.19       1.2    4.8  12.3         1    5.1   0.9   2.4   2   0   0   2   2   2   0 -
Secreted_VNO_XP_028491691.1                                  -          Conotoxin            PF02950.19       4.4    3.0  12.2       1.6    4.4   3.2   2.4   2   0   0   2   2   2   0 -
Secreted_PRU_jgi_Orpsp1_1_1180589_evm.model.c7180000074007.1 -          CotH                 PF08757.13   2.8e-45  149.7   5.4   4.4e-45  149.1   5.4   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1189608_evm.model.d7180000073212.1 -          CotH                 PF08757.13   1.4e-39  131.0  12.6   2.9e-39  130.0  12.6   1.6   1   0   0   1   1   1   1 -
Secreted_RIR_XP_025177017.1 -          CoV_E                PF02723.16   0.00028   15.6   3.9   0.00053   14.7   3.9   1.3   1   0   0   1   1   1   1 -
Secreted_NCR_XP_956657.1                                    -          Cutinase             PF01083.24   2.5e-60  198.0   7.4   3.3e-60  197.6   7.4   1.1   1   0   0   1   1   1   1 -
Secreted_VNO_XP_028491691.1                                 -          Cutinase             PF01083.24   4.4e-55  180.9   7.3   5.4e-55  180.6   7.3   1.1   1   0   0   1   1   1   1 -
Secreted_CMA_jgi_Corma2_723877_estExt_fgenesh1_pm.C_1700004 -          Cutinase             PF01083.24   4.5e-54  177.6   7.6   5.8e-54  177.3   7.6   1.1   1   0   0   1   1   1   1 -
Secreted_FFL_RSL86534.1                                     -          Cutinase             PF01083.24   2.4e-51  168.7   6.0   3.4e-51  168.3   6.0   1.2   1   0   0   1   1   1   1 -
Secreted_FOL_RSL93466.1                                     -          Cutinase             PF01083.24   2.4e-51  168.7   6.0   3.4e-51  168.3   6.0   1.2   1   0   0   1   1   1   1 -
Secreted_CPA_KAF3762046.1                                   -          Cutinase             PF01083.24   8.9e-47  153.9   7.9   1.2e-46  153.5   7.9   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1186910_evm.model.d7180000054053.1 -          Cys_Knot_tox         PF17486.4       0.86    4.5  10.6      0.06    8.2   0.7   3.5   2   1   2   4   4   4   0 -
Secreted_CAL_XP_715565.1 -          DB                   PF01682.21   0.00076   14.4  11.0    0.0019   13.1  11.0   1.7   1   0   0   1   1   1   1 -
Secreted_OCA_KAF4595409.1   -          DEC-1_N              PF04625.15      0.19    5.2   6.0      0.25    4.8   6.0   1.1   1   0   0   1   1   1   0 -
Secreted_CMI_XP_006669283.1 -          DEC-1_N              PF04625.15      0.73    3.2  10.8       1.1    2.7  10.8   1.2   1   0   0   1   1   1   0 -
Secreted_EFE_QPG98633.1 -          Defb50               PF17546.4      0.025    9.1   8.2      0.94    4.1   0.3   3.6   3   0   0   3   3   3   0 -
Secreted_CIM_XP_001246119.2 -          DGF-1_C              PF11040.10     0.069    7.8   6.3      0.21    6.2   6.3   2.0   1   1   0   1   1   1   0 -
Secreted_PRU_jgi_Orpsp1_1_1178757_evm.model.c7180000066629.1 -          Dicty_REP            PF05086.14     0.015    7.7   1.3      0.02    7.4   1.3   1.0   1   0   0   1   1   1   0 -
Secreted_PRU_jgi_Orpsp1_1_1175005_evm.model.c7180000052288.1 -          Dicty_REP            PF05086.14     0.032    6.7   2.6      0.04    6.3   2.6   1.1   1   0   0   1   1   1   0 -
Secreted_RMI_XP_023462804.1                                  -          Dicty_REP            PF05086.14      0.09    5.2  10.7      0.14    4.5  10.7   1.3   1   0   0   1   1   1   0 -
Secreted_CIM_XP_001246119.2                                  -          Dicty_REP            PF05086.14      0.57    2.5  10.1      0.64    2.4  10.1   1.0   1   0   0   1   1   1   0 -
Secreted_THA_XP_024780486.1                                  -          Dicty_REP            PF05086.14       3.9   -0.2  14.3       4.8   -0.5  14.3   1.1   1   0   0   1   1   1   0 -
Secreted_CTH_jgi_Conth1_362160_estExt_Genemark1.C_50073 -          Disintegrin          PF00200.25   5.7e-20   66.5  35.3   5.7e-20   66.5  35.3   5.0   3   1   0   3   3   1   1 -
Secreted_SST_KIJ55553.1                                 -          Disintegrin          PF00200.25   1.6e-19   65.1  23.1   1.6e-19   65.1  23.1   4.4   3   1   1   4   4   2   1 -
Secreted_BME_ORX98966.1                                 -          Disintegrin          PF00200.25   3.4e-19   64.0  32.5   3.4e-19   64.0  32.5   4.6   3   1   0   3   3   1   1 -
Secreted_MAN_KID63349.1                                 -          Disintegrin          PF00200.25   7.2e-19   63.0  31.0   7.2e-19   63.0  31.0   4.8   3   1   1   4   4   3   1 -
Secreted_FFL_RSL76463.1                                 -          Disintegrin          PF00200.25   7.8e-19   62.9  34.7   7.8e-19   62.9  34.7   2.7   2   0   0   2   2   2   1 -
Secreted_CIM_XP_001247733.2                             -          Disintegrin          PF00200.25   1.7e-18   61.8  31.6   1.7e-18   61.8  31.6   4.5   3   1   0   3   3   2   1 -
Secreted_MCI_L0F63_000736-T1                            -          Disintegrin          PF00200.25   1.9e-18   61.6  33.7   1.9e-18   61.6  33.7   4.3   3   1   0   3   3   1   1 -
Secreted_TMA_KAF8238464.1                               -          Disintegrin          PF00200.25   1.9e-18   61.6  25.6   1.9e-18   61.6  25.6   4.5   3   1   1   4   4   3   1 -
Secreted_FFL_RSL77728.1                                 -          Disintegrin          PF00200.25   3.2e-18   60.9  36.3   3.2e-18   60.9  36.3   5.0   4   2   0   4   4   3   1 -
Secreted_FOL_RSL98459.1                                 -          Disintegrin          PF00200.25   3.2e-18   60.9  36.3   3.2e-18   60.9  36.3   5.0   4   2   0   4   4   3   1 -
Secreted_EFE_QPH06048.1                                 -          Disintegrin          PF00200.25   3.6e-18   60.8  35.0   3.6e-18   60.8  35.0   4.8   3   1   0   3   3   3   1 -
Secreted_ENE_jgi_Erynec1_5864_EV44_g0491T0              -          Disintegrin          PF00200.25   3.8e-18   60.7  29.9   3.8e-18   60.7  29.9   4.7   3   1   1   4   4   3   1 -
Secreted_UMA_XP_011389080.1                             -          Disintegrin          PF00200.25   2.6e-17   58.0  26.2   2.6e-17   58.0  26.2   4.0   3   1   0   3   3   2   1 -
Secreted_CQU_KAG0142978.1                               -          Disintegrin          PF00200.25   5.3e-17   57.0  23.1   5.3e-17   57.0  23.1   4.1   3   1   0   3   3   2   1 -
Secreted_RAL_EPZ34918.1                                 -          Disintegrin          PF00200.25   1.8e-15   52.1  31.6   1.8e-15   52.1  31.6   4.8   3   2   1   4   4   1   1 -
Secreted_POR_XP_003717407.1                             -          Disintegrin          PF00200.25   7.8e-14   46.9  26.2   7.8e-14   46.9  26.2   3.0   1   1   0   2   2   1   1 -
Secreted_PGR_XP_003330646.2                             -          Disintegrin          PF00200.25   3.2e-11   38.5  16.9   3.2e-11   38.5  16.9   2.8   2   0   0   2   2   2   1 -
Secreted_ECU_NP_585794.1                                -          Disintegrin          PF00200.25   2.4e-10   35.7  20.7   2.4e-10   35.7  20.7   2.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1178361_evm.model.c7180000065000.2 -          DivIVA               PF05103.15     0.054    8.0   5.9       0.1    7.1   0.5   2.3   2   0   0   2   2   2   0 -
Secreted_RMI_XP_023462804.1 -          DLIC                 PF05783.13      0.22    4.8   9.0       0.3    4.3   9.0   1.1   1   0   0   1   1   1   0 -
Secreted_SST_KIJ25108.1 -          DNA_pol_E_B          PF04042.18    0.0017   12.3   0.0    0.0021   11.9   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_CIM_XP_001243407.1 -          DNA_pol_phi          PF04931.15     0.022    7.3  16.4      0.03    6.9  16.4   1.0   1   0   0   1   1   1   0 -
Secreted_EFE_QPH06048.1 -          DO-GTPase2           PF19993.1     0.0031   11.8   0.1    0.0064   10.8   0.1   1.4   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1183991_evm.model.c7180000087537.1 -          DPBB_1               PF03330.20   2.9e-07   25.3   1.1   1.7e-06   22.8   0.0   2.7   3   0   0   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1190895_evm.model.d7180000081927.1 -          DPBB_1               PF03330.20   7.3e-07   24.0   0.0   2.1e-06   22.5   0.0   1.8   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1181003_evm.model.c7180000075466.1 -          DPBB_1               PF03330.20   0.00053   14.8   0.0    0.0013   13.6   0.0   1.6   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176045_evm.model.c7180000056198.1 -          DsbC_N               PF10411.11   2.1e-05   18.5   0.0     0.038    8.1   0.0   2.3   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1185671_evm.model.c7180000094801.1 -          DsbC_N               PF10411.11   0.00021   15.3   0.0      0.14    6.3   0.0   2.5   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1177798_evm.model.c7180000062897.1 -          DsbC_N               PF10411.11   0.00024   15.1   0.1      0.06    7.5   0.0   2.5   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1181066_evm.model.c7180000075698.1 -          DsbC_N               PF10411.11    0.0006   13.9   0.0     0.086    7.0   0.0   2.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1182298_evm.model.c7180000080716.1 -          DsbC_N               PF10411.11    0.0016   12.5   0.0      0.15    6.2   0.0   2.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177481_evm.model.c7180000061604.1 -          DsbC_N               PF10411.11    0.0017   12.4   0.1      0.13    6.4   0.0   2.4   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1177615_evm.model.c7180000062149.1 -          DsbC_N               PF10411.11    0.0036   11.4   0.0      0.52    4.5   0.0   2.5   2   0   0   2   2   2   1 -
Secreted_PEF_RQM15584.1     -          dsrm                 PF00035.28   1.3e-05   20.4   1.6    0.0025   13.1   0.3   2.9   2   0   0   2   2   2   2 -
Secreted_PIN_XP_002998494.1 -          dsrm                 PF00035.28    0.0016   13.7   0.1    0.0033   12.7   0.1   1.5   1   0   0   1   1   1   1 -
Secreted_CPA_KAF3769176.1 -          DUF1242              PF06842.14    0.0017   12.9   0.7    0.0044   11.6   0.7   1.7   1   0   0   1   1   1   1 -
Secreted_MAN_KID71615.1 -          DUF1258              PF06869.14         5    1.0  22.2       0.5    4.3   2.3   3.1   1   1   2   3   3   3   0 -
Secreted_PRU_jgi_Orpsp1_1_1185147_evm.model.c7180000092511.1 -          DUF1771              PF08590.12    0.0012   13.7   2.0    0.0024   12.8   2.0   1.4   1   0   0   1   1   1   1 -
Secreted_PEF_RQM15584.1 -          DUF2207              PF09972.11    0.0019   11.5   0.0     0.038    7.2   0.0   2.1   2   0   0   2   2   2   2 -
Secreted_MAN_KID67419.1 -          DUF2207              PF09972.11    0.0039   10.5   0.0    0.0051   10.1   0.0   1.1   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1186717_evm.model.d7180000052762.1 -          DUF2334              PF10096.11     7e-05   17.1   0.0   0.00011   16.4   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_PIN_XP_002895874.1                                  -          DUF2334              PF10096.11    0.0013   13.0   0.4    0.0022   12.2   0.4   1.3   1   0   0   1   1   1   1 -
Secreted_FFL_RSL81790.1 -          DUF2613              PF11021.10     0.041    8.6   7.3     0.015   10.0   3.8   2.1   1   1   1   2   2   2   0 -
Secreted_CMI_XP_006667961.1 -          DUF2650              PF10853.10      0.41    5.0  10.6     0.023    9.0   4.8   1.9   2   0   0   2   2   2   0 -
Secreted_EFE_QPH09729.1 -          DUF2703              PF10865.10     0.005   11.6   3.2    0.0058   11.4   3.2   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177615_evm.model.c7180000062149.1 -          DUF295               PF03478.20     0.001   13.3   1.0    0.0089   10.3   0.6   2.5   2   0   0   2   2   2   1 -
Secreted_PRU_jgi_Orpsp1_1_1183808_evm.model.c7180000086782.1 -          DUF295               PF03478.20    0.0015   12.8   1.5    0.0019   12.4   0.2   1.9   2   0   0   2   2   2   1 -
Secreted_CIM_XP_001243407.1 -          DUF3073              PF11273.10       1.5    4.2  13.1      0.21    7.0   2.5   2.2   2   0   0   2   2   2   0 -
Secreted_CIM_XP_001243407.1 -          DUF3245              PF11595.10       1.1    4.3  14.9      0.31    6.1   3.8   2.3   2   0   0   2   2   2   0 -
Secreted_CIM_XP_001243407.1 -          DUF3246              PF11596.10       1.4    2.8  38.9      0.99    3.3  26.3   2.1   1   1   1   2   2   2   0 -
Secreted_PRU_jgi_Orpsp1_1_1175005_evm.model.c7180000052288.1 -          DUF3439              PF11921.10       2.4    2.7  16.7       4.8    1.7  16.7   1.4   1   0   0   1   1   1   0 -
Secreted_OCA_KAF4589405.1 -          DUF3500              PF12006.10    0.0045   11.1   0.0    0.0062   10.6   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1176343_evm.model.c7180000057256.1 -          DUF3800              PF12686.9        8.5    1.6  12.7         6    2.1   0.0   3.1   2   1   0   2   2   2   0 -
Secreted_KPA_ANZ75361.1 -          DUF3982              PF13138.8          3    2.1  63.3       1.7    2.9   0.2  13.8  14   0   0  14  14  14   0 -
Secreted_PIN_XP_002906408.1 -          DUF4203              PF13886.8    1.1e-06   23.0  22.0   1.1e-06   23.0  22.0   4.0   3   1   0   4   4   4   1 -
Secreted_PRU_jgi_Orpsp1_1_1176522_evm.model.c7180000057932.1 -          DUF4350              PF14258.8     0.0064   11.5   1.1      0.02    9.9   1.1   2.0   1   1   0   1   1   1   1 -
Secreted_PEF_RQM15584.1 -          DUF4381              PF14316.8     0.0026   12.6   0.3      0.24    6.2   0.0   2.2   2   0   0   2   2   2   2 -
Secreted_PRU_jgi_Orpsp1_1_1185862_evm.model.c7180000095676.1 -          DUF4412              PF14371.8      4e-05   18.1   0.1     0.011   10.1   0.0   3.0   3   0   0   3   3   3   2 -
Secreted_UMA_XP_011391123.1 -          DUF4443              PF14544.8    0.00091   14.0   0.3       1.7    3.5   0.0   4.6   1   1   6   7   7   7   1 -
Secreted_VNO_XP_028492308.1 -          DUF4573              PF15140.8     0.0021   12.5   2.6    0.0032   11.9   2.6   1.2   1   0   0   1   1   1   1 -
Secreted_CIM_XP_001243407.1 -          DUF4611              PF15387.8      0.011   10.6  14.6      0.05    8.5   2.3   2.2   2   0   0   2   2   2   0 -
Secreted_EFE_QPG94900.1 -          DUF4614              PF15391.8     0.0054   11.3  14.8    0.0078   10.8  14.8   1.2   1   0   0   1   1   1   1 -
Secreted_FFL_RSL81790.1   -          DUF4690              PF15756.7    5.9e-05   18.2   2.2   0.00011   17.4   2.2   1.4   1   0   0   1   1   1   1 -
Secreted_CPA_KAF3769176.1 -          DUF4690              PF15756.7    0.00034   15.8   0.6   0.00095   14.3   0.6   1.7   1   0   0   1   1   1   1 -
Secreted_CIM_XP_001246119.2 -          DUF4769              PF15992.7      0.041    8.2   5.3     0.052    7.8   5.3   1.1   1   0   0   1   1   1   0 -
Secreted_SST_KIJ48518.1 -          DUF4774              PF15999.7    0.00044   14.6   0.1   0.00073   13.9   0.1   1.4   1   0   0   1   1   1   1 -
Secreted_NCR_XP_958215.1 -          DUF4850              PF16142.7    1.4e-05   19.2   0.1   2.8e-05   18.2   0.1   1.5   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177561_evm.model.c7180000061923.1 -          DUF4868              PF16162.7    0.00089   13.8   0.0    0.0013   13.2   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1190807_evm.model.d7180000081332.1 -          DUF4868              PF16162.7     0.0009   13.8   0.0    0.0014   13.2   0.0   1.3   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1182455_evm.model.c7180000081331.1 -          DUF4868              PF16162.7    0.00093   13.7   0.0    0.0013   13.2   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1178780_evm.model.c7180000066708.1 -          DUF4868              PF16162.7     0.0022   12.5   0.0    0.0032   12.0   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1179248_evm.model.c7180000068602.1 -          DUF4868              PF16162.7     0.0033   11.9   0.0     0.005   11.3   0.0   1.2   1   0   0   1   1   1   1 -
Secreted_CAL_XP_715565.1 -          DUF4923              PF16270.7    0.00039   14.8   0.2    0.0005   14.5   0.2   1.2   1   0   0   1   1   1   1 -
Secreted_POR_XP_003717407.1 -          DUF4953              PF16313.7     0.0007   13.4   0.1    0.0011   12.7   0.1   1.2   1   0   0   1   1   1   1 -
Secreted_PRU_jgi_Orpsp1_1_1177178_evm.model.c7180000060467.1 -          DUF5010_C            PF18099.3     0.0001   17.0   1.0    0.0001   17.0   1.0   2.2   2   1   1   3   3   3   1 -
Secreted_PRU_jgi_Orpsp1_1_1180378_evm.model.c7180000073148.1 -          DUF5024              PF16427.7     0.0017   13.2   0.0    0.0032   12.3   0.0   1.4   1   0   0   1   1   1   1 -
Secreted_SPU_XP_016606241.1 -          DUF5082              PF16888.7       0.02    9.8  11.7    0.0048   11.8   3.6   3.3   3   0   0   3   3   3   0 -
Secreted_EMU_KAF7747203.1 -          DUF5093              PF17011.7        1.4    3.8  13.2      0.23    6.3   0.0   3.9   4   1   1   5   5   5   0 -
Secreted_FOL_RSL91729.1     -          DUF515               PF04415.14       5.1   -0.2  11.8       5.5   -0.3  11.8   1.1   1   0   0   1   1   1   0 -
Secreted_FFL_RSL75671.1     -          DUF515               PF04415.14       6.7   -0.5  11.9       7.2   -0.7  11.9   1.1   1   0   0   1   1   1   0 -
Secreted_THA_XP_024768150.1 -          DUF515               PF04415.14       8.7   -0.9  12.3        17   -1.9  12.3   1.4   1   0   0   1   1   1   0 -
